OrderID,CustomerID,EmployeeID,OrderDate,ShipperID
10386.0,21 ,9 ,12/18/1996 ,3 
10387.0,70 ,1 ,12/18/1996 ,2 
10388.0,72 ,2 ,12/19/1996 ,1 
10389.0,10 ,4 ,12/20/1996 ,2 
10390.0,20 ,6 ,12/23/1996 ,1 
10391.0,17 ,3 ,12/23/1996 ,3 
10392.0,59 ,2 ,12/24/1996 ,3 
10393.0,71 ,1 ,12/25/1996 ,3 
10394.0,36 ,1 ,12/25/1996 ,3 
10395.0,35 ,6 ,12/26/1996 ,1 
10396.0,25 ,1 ,12/27/1996 ,3 
10397.0,60 ,5 ,12/27/1996 ,1 
10398.0,71 ,2 ,12/30/1996 ,3 
10399.0,83 ,8 ,12/31/1996 ,3 
10400.0,19 ,1 ,1/1/1997 ,3 
10401.0,65 ,1 ,1/1/1997 ,1 
10402.0,20 ,8 ,1/2/1997 ,2 
10403.0,20 ,4 ,1/3/1997 ,3 
10404.0,49 ,2 ,1/3/1997 ,1 
10405.0,47 ,1 ,1/6/1997 ,1 
10406.0,62 ,7 ,1/7/1997 ,1 
10407.0,56 ,2 ,1/7/1997 ,2 
10408.0,23 ,8 ,1/8/1997 ,1 
10409.0,54 ,3 ,1/9/1997 ,1 
10410.0,10 ,3 ,1/10/1997 ,3 
10411.0,10 ,9 ,1/10/1997 ,3 
10412.0,87 ,8 ,1/13/1997 ,2 
10413.0,41 ,3 ,1/14/1997 ,2 
10414.0,21 ,2 ,1/14/1997 ,3 
10415.0,36 ,3 ,1/15/1997 ,1 
10416.0,87 ,8 ,1/16/1997 ,3 
10417.0,73 ,4 ,1/16/1997 ,3 
10418.0,63 ,4 ,1/17/1997 ,1 
10419.0,68 ,4 ,1/20/1997 ,2 
10420.0,88 ,3 ,1/21/1997 ,1 
10421.0,61 ,8 ,1/21/1997 ,1 
10422.0,27 ,2 ,1/22/1997 ,1 
10423.0,31 ,6 ,1/23/1997 ,3 
10424.0,51 ,7 ,1/23/1997 ,2 
10425.0,41 ,6 ,1/24/1997 ,2 
10426.0,29 ,4 ,1/27/1997 ,1 
10427.0,59 ,4 ,1/27/1997 ,2 
10428.0,66 ,7 ,1/28/1997 ,1 
10429.0,37 ,3 ,1/29/1997 ,2 
10430.0,20 ,4 ,1/30/1997 ,1 
10431.0,10 ,4 ,1/30/1997 ,2 
10432.0,75 ,3 ,1/31/1997 ,2 
10433.0,60 ,3 ,2/3/1997 ,3 
10434.0,24 ,3 ,2/3/1997 ,2 
10435.0,16 ,8 ,2/4/1997 ,2 
10436.0,7 ,3 ,2/5/1997 ,2 
10437.0,87 ,8 ,2/5/1997 ,1 
10438.0,79 ,3 ,2/6/1997 ,2 
10439.0,51 ,6 ,2/7/1997 ,3 
10440.0,71 ,4 ,2/10/1997 ,2 
10441.0,55 ,3 ,2/10/1997 ,2 
10442.0,20 ,3 ,2/11/1997 ,2 
10443.0,66 ,8 ,2/12/1997 ,1 
10444.0,58 ,8 ,2/14/1997,3 
10445.0,4 ,6 ,2/15/1997,1 
10446.0,86 ,6 ,2/18/1997,2 
10447.0,46 ,1 ,2/19/1997,3 
10448.0,41 ,5 ,2/20/1997,1 
10449.0,72 ,5 ,2/21/1997,3 
10450.0,7 ,4 ,2/22/1997,3 
10451.0,63 ,1 ,2/22/1997,2 
10452.0,9 ,3 ,2/25/1997,1 
10453.0,17 ,4 ,2/26/1997,3 
10454.0,19 ,1 ,2/26/1997,1 
10455.0,3 ,3 ,2/27/1997,2 
10456.0,29 ,8 ,2/28/1997,2 
10457.0,83 ,7 ,2/28/1997,3 
10458.0,20 ,2 ,2/28/1997,2 
10459.0,75 ,8 ,3/2/1997,2 
10460.0,14 ,6 ,3/3/1997,2 
10461.0,41 ,1 ,3/3/1997,1 
10462.0,62 ,5 ,3/4/1997,2 
10463.0,37 ,4 ,3/5/1997,3 
10464.0,91 ,1 ,3/5/1997,3 
10465.0,36 ,3 ,3/6/1997,2 
10466.0,51 ,1 ,3/9/1997,2 
10467.0,72 ,1 ,3/9/1997,3 
10468.0,24 ,5 ,3/10/1997,3 
10469.0,61 ,2 ,3/11/1997,1 
10470.0,37 ,8 ,3/12/1997,3 
10471.0,46 ,3 ,3/12/1997,3 
10472.0,20 ,4 ,3/13/1997,1 
10473.0,4 ,8 ,3/16/1997,3 
10474.0,5 ,3 ,3/16/1997,3 
10475.0,75 ,1 ,3/17/1997,2 
10476.0,21 ,9 ,3/18/1997,3 
10477.0,70 ,1 ,3/18/1997,2 
10478.0,72 ,2 ,3/19/1997,1 
10479.0,10 ,4 ,3/20/1997,2 
10480.0,20 ,6 ,3/23/1997,1 
10481.0,17 ,3 ,3/23/1997,3 
10482.0,59 ,2 ,3/24/1997,3 
10483.0,71 ,1 ,3/25/1997,3 
10484.0,36 ,1 ,3/25/1997,3 
10485.0,35 ,6 ,3/26/1997,1 
10486.0,25 ,1 ,3/27/1997,3 
